rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
3,23-Jul-18,Black  Plus,"We are a long time Amazon Prime family, many years, but new to the Alexa world and thought the purchase of Alexa Plus, with hub, and included Phillips Hue light bulb would be a great start. Alexa does a lot of good things for us like Alarm in the morning, verbalize books, playing music on command, even linked to my Sirrius/xm account. Good daily stuff. Good sound, but not Bose. But, the ads say &#34;Hub included&#34; so don't need anything else to operate devices. Well, not so. I understand there will be some differences in product device  support. The fact that it came with the Hue light bulb works only for on /off/ dimming of the bulb. The bulb is capable of so much more with the Hue App but the Hue app does not recognize Alexa hub as a bridge. So, it appears you do have to get a Philips bridge to set the bulbs for scenes, time the lights when you are away, set color tones, etc. That can all be done via internet with your phone or tablet away from home. The list goes on for its capabilities but not without its own bridge. Was very disappointed to find that out after the fact, to the point I feel we are being misled by Amazon by included the Hue bulbs without explanation. Maybe throw a good discount my way to get the Hue bridge if I keep the Echo Plus before I invest in more light bulbs.",1,we are a long time amazon prime family many years but new to the alexa world and thought the purchase of alexa plus with hub and included phillips hue light bulb would be a great start alexa does a lot of good things for us like alarm in the morning verbalize books playing music on command even linked to my sirriusxm account good daily stuff good sound but not bose but the ads say hub included so dont need anything else to operate devices well not so i understand there will be some differences in product device  support the fact that it came with the hue light bulb works only for on off dimming of the bulb the bulb is capable of so much more with the hue app but the hue app does not recognize alexa hub as a bridge so it appears you do have to get a philips bridge to set the bulbs for scenes time the lights when you are away set color tones etc that can all be done via internet with your phone or tablet away from home the list goes on for its capabilities but not without its own bridge was very disappointed to find that out after the fact to the point i feel we are being misled by amazon by included the hue bulbs without explanation maybe throw a good discount my way to get the hue bridge if i keep the echo plus before i invest in more light bulbs,0.9846,Positive,1
5,23-Jul-18,Black  Plus, ,1, ,0.0,Neutral,2
4,22-Jul-18,Black  Plus,I love it but does not play well with my Amazon Prime... many shortcomings and potential fees,1,i love it but does not play well with my amazon prime many shortcomings and potential fees,-0.0323,Neutral,2
5,22-Jul-18,White  Plus,Item as described and delivered on time.  Thank you,1,item as described and delivered on time  thank you,0.3612,Positive,1
4,22-Jul-18,White  Plus,I bought 2 of these (plus 2 Echo Dot 2nd Generation) on Prime Days. Love the Echo Plus easy to setup. The reason for the 4 star is the fact that one of them did not arrive with the free Philips Hue White A19 Single LED Bulb Works with Amazon Alexa. There is no one to call to find out why.,1,i bought  of these plus  echo dot nd generation on prime days love the echo plus easy to setup the reason for the  star is the fact that one of them did not arrive with the free philips hue white a single led bulb works with amazon alexa there is no one to call to find out why,0.872,Positive,1
1,22-Jul-18,Black  Plus,Product does not.  Light bar never went orange.  I googled it and reset instructions actually differ from package instructions. I tried both.  Product is defective,0,product does not  light bar never went orange  i googled it and reset instructions actually differ from package instructions i tried both  product is defective,-0.4404,Negative,0
5,22-Jul-18,Black  Plus,Exactly what I wanted with speedy shipping.....thank you so much!,1,exactly what i wanted with speedy shippingthank you so much,0.0,Neutral,2
5,21-Jul-18,White  Plus,Easy to install,1,easy to install,0.4404,Positive,1
5,21-Jul-18,Black  Plus,I have an original Echo and really like it. I wanted another one for my basement. I realize it isn't a huge stereo with settings but it doesn't sound bad at all. Definitely doesn't take up much room. Great price for the Echo Plus on Prime Day. I ordered two!!,1,i have an original echo and really like it i wanted another one for my basement i realize it isnt a huge stereo with settings but it doesnt sound bad at all definitely doesnt take up much room great price for the echo plus on prime day i ordered two,0.9436,Positive,1
5,21-Jul-18,White  Plus,"I bought this on prime day and saved lots.I have 3 large blue tooth speakers in my house that I used for years, the echo plus was louder than all 3 combined at the same time. Very impressed with the clarity and volume.You will need a paid subscription to some form of steaming audio. That’s just a sad fact. It’ll play pandora and Spotify but it’s limited in skips and song selection without a subscriptionDoes not stream YouTube music or YouTube audioApple users will be disappointed to see that it’s not as convenient as an apple deviceOverall, I still loved the device but I’ll be getting the DOT which has an audio out jack (as does the echo plus) and just connect to external speakers",1,i bought this on prime day and saved lotsi have  large blue tooth speakers in my house that i used for years the echo plus was louder than all  combined at the same time very impressed with the clarity and volumeyou will need a paid subscription to some form of steaming audio thats just a sad fact itll play pandora and spotify but its limited in skips and song selection without a subscriptiondoes not stream youtube music or youtube audioapple users will be disappointed to see that its not as convenient as an apple deviceoverall i still loved the device but ill be getting the dot which has an audio out jack as does the echo plus and just connect to external speakers,-0.0653,Negative,0
2,21-Jul-18,Black  Plus,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.",0,i have been thinking about getting this for a long time and was excited when it arrived bundled with a philip hue bulb  the excited ended quickly  i spend about a total of  hours attempting to add this bulb to my alexa echo plus  everything i tried ended in a discovery failed message  i tried to set this up over and over and over again  i watched youtube videos  i read set up websites  i was the poster child of insanity doing the same thing over and over again and expecting different resultsthe next day i went onto amazon to get the tech support  i was hoping something would be done to make this thing work but also the problem not being operator error  well after  tech support staff and  hr and  mins of being on the phone it still didnt work  this product has tested my patience  so far this experience is shifting my mindset from going to a smart home to just kicking it old schoolthe only reason i gave this two stars is because amazon will be sending me a different echo plus and light bulb  the problem wasnt the bulb because before packing up the items i purchased another bulb and still alexa couldnt locate this devicei pray the next attempt is successful and then i will revise this rating but what are the odds that i was shipped a defective echo  the support person had the same thought  maybe i should be exploring the google device but i cant get over the look of that hub  it looks like a defuseri cant believe i didnt find youtube videos that show the problems i did  everything looked simple and seamlessnot the experience i had  ok im done with this review because i spend enough wasted time this weekend already,0.9175,Positive,1
